n,a,m,e,",",b,e,e,r,",",b,a,r
Jesse Medina,Puffers Smoked Porter,Mercury Brewing Company
Edna Scott,Wilmington Roggen Beer,Brewery at Martha's Vineyard
Erik Rodriguez,Half in the Bagpipe,John Harvard's Brew House - Framingham
Rebecca Bates,Tall Tale Pale Ale,Boston Beer Company
Willie Mullins,Ipswich IPA,Commonwealth Brewing #1
Dylan McBride,Samuel Adams Chocolate Bock,Paper City Brewing Company
Jennie Valdez,Lewmeister Oktoberfest,John Harvard's Brew House - Harvard Square
Sarah Ford,North Pleasant Pale Ale,Paper City Brewing Company
Bradley Clarke,Samuel Adams Triplebock 1994,Commonwealth Brewing #1
Minnie McKenzie,Samuel Adams Boston Ale,Buzzards Bay Brewing Inc.
Polly Hicks,Hard Core Crisp Apple Cider,Element Brewing Company
Christopher Jones,Ipswich Winter,Harpoon Brewery - Boston
Cameron Barber,Wilmington Roggen Beer,Boston Beer Company
Russell Little,Honey Pilsner,Mercury Brewing Company
Rena Reid,Samuel Adams Cherry Wheat,Harpoon Brewery - Boston
Trevor Ramirez,Hard Core Crisp Apple Cider,John Harvard's Brew House - Framingham
Jennie Rice,Massatucky Brown,Brewery at Martha's Vineyard
Nancy Elliott,UFO Raspberry Hefeweizen,Element Brewing Company
Ronald Johnston,Wheaten Ale,Brewery at Martha's Vineyard
Travis Barker,Samuel Adams Imperial Stout,John Harvard's Brew House - Harvard Square
Danny Harvey,Dark Element,Paper City Brewing Company
Daniel Hoffman,Samuel Adams Scotch Ale,Boston Beer Works
Jason Alvarez,Samuel Adams Irish Red,Harpoon Brewery - Boston
Eric Reeves,Ipswich Dark Ale,Buzzards Bay Brewing Inc.
Calvin Wood,Harpoon UFO Hefeweizen,Cape Ann Brewing
Brett Day,Edison Light Beer,Harpoon Brewery - Boston
Cody Ortega,Dark Element,Watch City Brewing
Birdie Andrews,Ipswich Oatmeal Stout,Brewery at Martha's Vineyard
Victoria Parks,Bankers Gold,Harpoon Brewery - Boston
Lula Pope,North Pleasant Pale Ale,Boston Beer Company
Mamie Bowman,Samuel Adams White Ale,Boston Beer Company
Tillie Mendoza,Harpoon Ale,Wachusetts Brewing Company
Jeremiah Maxwell,Samuel Adams Coastal Wheat,Boston Beer Company
Katharine Bishop,Olde #8 Anniversary Ale,Paper City Brewing Company
Eleanor Pratt,Regatta Golden,Mercury Brewing Company
Peter Adams,Extra Stout,Buzzards Bay Brewing Inc.
Jackson Perkins,Samuel Adams Imperial Stout,John Harvard's Brew House - Harvard Square
Chester Scott,Samuel Adams Holiday Porter,Harpoon Brewery - Boston
Brett Manning,Amber Ale,Boston Beer Works
Tom Rice,Hops Explosion IPA,Cambridge Brewing
Myrtie Marshall,IPA,John Harvard's Brew House - Framingham
Nettie Ramsey,Samuel Adams Holiday Porter,Watch City Brewing
Douglas Doyle,Dark Element,Cambridge Brewing
Jim Ballard,Half in the Bagpipe,John Harvard's Brew House - Harvard Square
Angel Baker,Samuel Adams Pale Ale,Cape Ann Brewing
Lois Cunningham,Famous Porter,Wachusetts Brewing Company
Elsie Schultz,Samuel Adams Old Fezziwig Ale,John Harvard's Brew House - Framingham
Jonathan McLaughlin,Samuel Adams Brown Ale,Cambridge Brewing
Millie Hampton,Samuel Adams Utopias MMIV,Element Brewing Company
Lena McDaniel,Samuel Adams Hallertau Imperial Pilsner,Harpoon Brewery - Boston
Louise Higgins,Tall Tale Pale Ale,Mercury Brewing Company
Owen Sharp,Samuel Adams Winter Lager,New Century Brewing Company
Craig Padilla,Green Monsta Ale,John Harvard's Brew House - Harvard Square
Tom Collins,Samuel Adams Summer Ale,Paper City Brewing Company
Minerva Perez,Harpoon Munich Dark,Cape Ann Brewing
Glenn Garrett,Samuel Adams Cream Stout,Mercury Brewing Company
Clarence Powers,Samuel Adams Hefeweizen,John Harvard's Brew House - Framingham
Lily Robbins,Classic Stout,Paper City Brewing Company
Clayton Howard,Samuel Adams Boston Ale,Harpoon Brewery - Boston
Lelia Dawson,Samuel Adams Summer Ale,Element Brewing Company
Martha Blair,IPA,John Harvard's Brew House - Harvard Square
Elmer Wilson,Longshot American Pale Ale,Cambridge Brewing
Rhoda Robinson,Regatta Golden,Mercury Brewing Company
Lida Peters,Samuel Adams Double Bock,Watch City Brewing
Inez Meyer,Hercules Stong Ale,Wachusetts Brewing Company
Delia Tyler,Holyoke Dam Ale,Boston Beer Works
Clarence Sparks,Samuel Adams Hefeweizen,Brewery at Martha's Vineyard
Elnora Dixon,Longshot American Pale Ale,Wachusetts Brewing Company
Lou Elliott,Samuel Adams Coastal Wheat,Element Brewing Company
Christopher Peterson,Charles River Porter,New Century Brewing Company
Estella Aguilar,Ipswich Dark Ale,Element Brewing Company
Hallie Ross,Wheaten Ale,Watch City Brewing
Chase Sharp,Samuel Adams Brown Ale,Brewery at Martha's Vineyard
Rosalie Wright,Cambridge Amber,Element Brewing Company
Craig McLaughlin,Edison Light Beer,Paper City Brewing Company
Nettie Black,Famous Porter,Element Brewing Company
Pearl Cox,Righteous Red,Commonwealth Brewing #1
Lydia Santos,Samuel Adams Hefeweizen,John Harvard's Brew House - Framingham
Genevieve Chandler,Samuel Adams Blackberry Witbier,Cape Ann Brewing
Mayme Washington,Half in the Bagpipe,Mercury Brewing Company
Ellen Woods,Samuel Adams Brown Ale,Boston Beer Works
Florence Estrada,Golden Ale,John Harvard's Brew House - Harvard Square
Brett Sullivan,Samuel Adams Blackberry Witbier,Watch City Brewing
Walter Cohen,Harpoon Leviathan,Element Brewing Company
Jeremy Fisher,Workingman's Wheat,Boston Beer Company
Lida Cummings,Samuel Adams Black Lager,Watch City Brewing
Harvey Cox,Samuel Adams Triplebock 1994,Commonwealth Brewing #1
Vernon Jordan,Classic Stout,Buzzards Bay Brewing Inc.
Josephine Moreno,Tall Tale Pale Ale,Watch City Brewing
Myra Johnson,Honey Pilsner,Brewery at Martha's Vineyard
Emily Osborne,Samuel Adams Boston Lager,Cambridge Brewing
Bertha Becker,Ipswich IPA,Watch City Brewing
Howard Riley,Olde #8 Anniversary Ale,Boston Beer Company
Allen Wallace,Samuel Adams Old Fezziwig Ale,New Century Brewing Company
Henry Robbins,Famous Porter,Harpoon Brewery - Boston
Larry Matthews,Ipswich Harvest,Harpoon Brewery - Boston
Howard Hardy,Ipswich Summer,Boston Beer Works
Richard Powers,Heather Ale,John Harvard's Brew House - Framingham
Sean Vega,Samuel Adams Boston Lager,John Harvard's Brew House - Harvard Square
Leona Hicks,Samuel Adams Triplebock 1995,Boston Beer Company
Dale Stephens,Cascade IPA,Wachusetts Brewing Company
Jared Riley,Classic Stout,Brewery at Martha's Vineyard
Joe Rogers,Classic Stout,Commonwealth Brewing #1
Ola Tucker,Holyoke Dam Ale,Cape Ann Brewing
Kevin Ray,Longshot Black Lager,Brewery at Martha's Vineyard
Lizzie Blake,Golden Ale,Element Brewing Company
Cora Daniel,Samuel Adams Summer Ale,New Century Brewing Company
Randall Cross,Honey Pilsner,Boston Beer Company
Randy Waters,Samuel Adams Brown Ale,New Century Brewing Company
Luis Watson,Puffers Smoked Porter,Harpoon Brewery - Boston
Allen Diaz,Samuel Adams Imperial White,Element Brewing Company
Rachel Strickland,Samuel Adams Chocolate Bock,Mercury Brewing Company
Christian Watkins,Samuel Adams Honey Porter,Commonwealth Brewing #1
Brian Leonard,Workingman's Wheat,Boston Beer Company
Eugene Floyd,Samuel Adams Double Bock,Mercury Brewing Company
Essie Paul,Samuel Adams Winter Lager,John Harvard's Brew House - Harvard Square
Alma Lucas,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Commonwealth Brewing #1
Allen Holloway,Samuel Adams Noble Pils,Cape Ann Brewing
Jordan Casey,Buckeye Oatmeal Stout,Paper City Brewing Company
Ann Simmons,Harpoon Brown Session Ale,New Century Brewing Company
Mabelle Allen,Wachusetts IPA,Mercury Brewing Company
James Williamson,Boston Red,Wachusetts Brewing Company
Eunice Buchanan,Cascade IPA,Harpoon Brewery - Boston
Alta Roy,Framingham Maibock,Commonwealth Brewing #1
Manuel Peters,Samuel Adams Cherry Wheat,John Harvard's Brew House - Framingham
Lloyd Lyons,Samuel Adams Summer Ale,Brewery at Martha's Vineyard
Hettie Farmer,Classic Stout,Brewery at Martha's Vineyard
Lily Tate,Ipswich Nut Brown,Harpoon Brewery - Boston
Duane Patrick,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),John Harvard's Brew House - Framingham
Jesse Medina,Bankers Gold,Wachusetts Brewing Company
Winifred Benson,Massatucky Brown,Boston Beer Company
Gertrude Perkins,Samuel Adams Old Fezziwig Ale,Mercury Brewing Company
Genevieve Hunt,Ipswich Oatmeal Stout,Watch City Brewing
Sophia Sutton,Samuel Adams Hefeweizen,Paper City Brewing Company
Oscar Crawford,Samuel Adams Cherry Wheat,Boston Beer Company
Tillie Medina,Samuel Adams Imperial Stout,Cape Ann Brewing
Steven Clarke,Ipswich IPA,Element Brewing Company
Jeffrey Lawrence,Samuel Adams Chocolate Bock,Boston Beer Works
Harold Rodgers,Samuel Adams Noble Pils,Brewery at Martha's Vineyard
Victoria Williams,Longshot Hazelnut Brown,Paper City Brewing Company
Essie Hansen,Longshot Black Lager,Boston Beer Works
Nancy Harmon,Classic Stout,Cambridge Brewing
Walter Swanson,Wilmington Roggen Beer,Watch City Brewing
Austin Hodges,Samuel Adams Golden Pilsner,Cambridge Brewing
Jeffrey Moore,UFO Raspberry Hefeweizen,Boston Beer Works
Ernest Hodges,Boston Red,Watch City Brewing
Belle Moreno,Samuel Adams Coastal Wheat,Buzzards Bay Brewing Inc.
Jimmy Roberts,Honey Pilsner,Commonwealth Brewing #1
Harriet Parker,UFO Raspberry Hefeweizen,Cambridge Brewing
Carrie Frazier,Half in the Bagpipe,Boston Beer Works
Johnny Ray,Harpoon Winter Warmer,Brewery at Martha's Vineyard
Kate Barrett,Samuel Adams Cranberry Lambic,Element Brewing Company
Amanda Ramirez,Boston Red,Watch City Brewing
Gary Berry,Famous Porter,Element Brewing Company
Todd Howell,Harpoon Ale,New Century Brewing Company
Elnora Logan,Ipswich Porter,Brewery at Martha's Vineyard
Manuel Jacobs,Samuel Adams Pale Ale,Mercury Brewing Company
Lawrence Hanson,Tall Tale Pale Ale,Boston Beer Company
Lenora Burton,Samuel Adams Blackberry Witbier,John Harvard's Brew House - Framingham
Edna Hampton,Framingham Maibock,Paper City Brewing Company
Laura French,Harpoon Munich Dark,Harpoon Brewery - Boston
Jessie Lamb,Samuel Adams Hallertau Imperial Pilsner,Cape Ann Brewing
Lillian Graham,Sam Adams Light,Mercury Brewing Company
Rosalie Graham,Harpoon Munich Dark,Cape Ann Brewing
Leo Carpenter,Workingman's Wheat,New Century Brewing Company
Cody Phelps,Samuel Adams Black Lager,Harpoon Brewery - Boston
Seth Harmon,Samuel Adams Holiday Porter,John Harvard's Brew House - Harvard Square
Martha Boyd,Wilmington Roggen Beer,Cape Ann Brewing
Sophie Barber,Samuel Adams Imperial Stout,Boston Beer Works
Martin Richardson,Ipswich Harvest,Buzzards Bay Brewing Inc.
Lou Murray,Samuel Adams Brown Ale,Mercury Brewing Company
John Chambers,Samuel Adams Old Fezziwig Ale,Cambridge Brewing
Terry Hale,Boston Red,Cape Ann Brewing
Beatrice Klein,Charles River Porter,Harpoon Brewery - Boston
Allen Anderson,Half in the Bagpipe,Cambridge Brewing
Glenn Nelson,Harpoon Leviathan,John Harvard's Brew House - Framingham
Rachel Stanley,Samuel Adams Scotch Ale,Watch City Brewing
Stanley Barber,Boltwood Bock,Brewery at Martha's Vineyard
Nicholas Ortega,Half in the Bagpipe,Mercury Brewing Company
Susie Montgomery,Green Monsta Ale,Paper City Brewing Company
Dorothy Little,Kenmore K̦lsch,Cape Ann Brewing
Jessie Stone,Special Old Ale,Buzzards Bay Brewing Inc.
Maurice Lawson,Boston Red,Paper City Brewing Company
Nina Kennedy,Olde Buzzard Lager,New Century Brewing Company
Phoebe Jones,Golden Ale,Watch City Brewing
Rosetta Beck,Ipswich Harvest,Harpoon Brewery - Boston
Cecilia Parks,Samuel Adams Cranberry Lambic,Boston Beer Works
Ralph Quinn,Famous Porter,Paper City Brewing Company
Cora Reese,Special Old Ale,Boston Beer Works
Carlos Sherman,Classic Stout,Boston Beer Works
Rosetta Bridges,Ipswich IPA,Element Brewing Company
Evelyn Neal,Wachusetts IPA,Element Brewing Company
Philip Anderson,Extra Stout,Watch City Brewing
Roy Boone,Samuel Adams Double Bock,Boston Beer Works
Lettie Schneider,Samuel Adams Coastal Wheat,Commonwealth Brewing #1
Tony Murray,Longshot American Pale Ale,New Century Brewing Company
Lilly Gregory,Ipswich Harvest,Element Brewing Company
Violet Pena,Samuel Adams Irish Red,Commonwealth Brewing #1
Danny Graham,Wachusetts IPA,Brewery at Martha's Vineyard
Mary Douglas,Samuel Adams Brown Ale,Boston Beer Company
Lenora Ramsey,Ipswich Winter,New Century Brewing Company
Janie Wood,Harpoon Brown Session Ale,Mercury Brewing Company
Minerva Peters,Ipswich IPA,Cape Ann Brewing
Robert McCormick,1084 Barleywine,Commonwealth Brewing #1
Addie Nelson,Two Sisters Imperial Stout,Element Brewing Company
Manuel Shelton,Workingman's Wheat,Watch City Brewing
Sara Cross,Samuel Adams Spring Ale,Watch City Brewing
Stella Lindsey,Harpoon Brown Session Ale,Brewery at Martha's Vineyard
Brent Klein,Ipswich Summer,Mercury Brewing Company
Marc Bowman,Honey Pilsner,John Harvard's Brew House - Harvard Square
Georgia Castro,Holyoke Dam Ale,Wachusetts Brewing Company
Maude Hoffman,Edison Light Beer,Harpoon Brewery - Boston
Mayme Harper,Dark Element,Watch City Brewing
Nellie Guerrero,Samuel Adams Imperial Stout,Brewery at Martha's Vineyard
Ivan Mack,Tall Tale Pale Ale,John Harvard's Brew House - Harvard Square
Leon Daniels,Samuel Adams Hallertau Imperial Pilsner,Harpoon Brewery - Boston
Hester Tran,Half in the Bagpipe,Paper City Brewing Company
Verna Thornton,Charles River Porter,John Harvard's Brew House - Harvard Square
Earl Walton,Cambridge Amber,New Century Brewing Company
Nathaniel Taylor,Olde Buzzard Lager,Cape Ann Brewing
Belle Evans,Sam Adams Light,Watch City Brewing
Lou Romero,Edison Light Beer,Buzzards Bay Brewing Inc.
Garrett Torres,Puffers Smoked Porter,Boston Beer Company
Georgia Reid,Samuel Adams Hallertau Imperial Pilsner,Cambridge Brewing
Blake Kim,Samuel Adams Triplebock 1994,Wachusetts Brewing Company
Elva McLaughlin,Samuel Adams Winter Lager,John Harvard's Brew House - Harvard Square
Etta Nunez,Samuel Adams Blackberry Witbier,Harpoon Brewery - Boston
Chad Cox,Ipswich Nut Brown,Brewery at Martha's Vineyard
Marc Dixon,Samuel Adams Scotch Ale,John Harvard's Brew House - Harvard Square
Susie Hawkins,Samuel Adams Scotch Ale,Cambridge Brewing
Hannah Horton,Wheaten Ale,Watch City Brewing
Justin Garza,Hercules Stong Ale,Element Brewing Company
Roxie Knight,Tall Tale Pale Ale,Paper City Brewing Company
Helena Daniel,Ipswich Dark Ale,Boston Beer Company
Lelia Meyer,Bankers Gold,Cape Ann Brewing
Carrie Parsons,Samuel Adams Hefeweizen,New Century Brewing Company
Roxie Waters,Ipswich Porter,Paper City Brewing Company
Tillie Brooks,Longshot Black Lager,New Century Brewing Company
Juan Richards,Ipswich Original Ale,New Century Brewing Company
Essie Payne,Righteous Red,Element Brewing Company
Eva Gomez,Harpoon Winter Warmer,Watch City Brewing
Jared Green,Green Monsta Ale,Wachusetts Brewing Company
Claudia Chavez,Graduation Ale,John Harvard's Brew House - Harvard Square
Myrtle Dunn,Boltwood Bock,Mercury Brewing Company
Tyler Davis,Samuel Adams Imperial Stout,Watch City Brewing
Esther Griffin,Cambridge Amber,Commonwealth Brewing #1
Christopher Ford,Framingham Maibock,Brewery at Martha's Vineyard
Lizzie McCoy,Ipswich Original Ale,Boston Beer Works
Joel Warner,Samuel Adams Utopias MMIV,Cape Ann Brewing
Etta Duncan,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),New Century Brewing Company
Lulu Oliver,Heather Ale,Wachusetts Brewing Company
Chad Reeves,Samuel Adams Pale Ale,Harpoon Brewery - Boston
Ida Osborne,Olde Buzzard Lager,Cambridge Brewing
Charlotte Jenkins,Graduation Ale,Boston Beer Works
Bertie Collier,Ipswich Original Ale,Mercury Brewing Company
Edwin Harper,Samuel Adams Triplebock 1994,Wachusetts Brewing Company
Christopher Horton,Kenmore K̦lsch,Cambridge Brewing
William Diaz,Samuel Adams Boston Lager,Cambridge Brewing
Susan Cross,Samuel Adams Double Bock,Element Brewing Company
Emily Gray,Samuel Adams Cream Stout,Buzzards Bay Brewing Inc.
Michael Clarke,Ipswich Harvest,Watch City Brewing
Melvin Griffith,Amber Ale,Cape Ann Brewing
Gregory Henderson,Righteous Red,Cape Ann Brewing
Michael Jacobs,Half in the Bagpipe,Mercury Brewing Company
Jonathan Clark,Harpoon Munich Dark,Harpoon Brewery - Boston
Winnie Tyler,Massatucky Brown,Paper City Brewing Company
Blanche Leonard,Cascade IPA,Brewery at Martha's Vineyard
Joshua Sims,Ipswich Summer,Wachusetts Brewing Company
Sadie Butler,Special Old Ale,Element Brewing Company
Janie Hale,Samuel Adams Honey Porter,New Century Brewing Company
Alejandro McDonald,Samuel Adams Black Lager,Boston Beer Works
Eliza Townsend,Samuel Adams Boston Lager,Mercury Brewing Company
Duane Reid,Wilmington Roggen Beer,Boston Beer Works
Lydia Fitzgerald,Holyoke Dam Ale,Mercury Brewing Company
Julia Knight,Samuel Adams Pale Ale,Commonwealth Brewing #1
Eula Hughes,Ipswich Nut Brown,Cape Ann Brewing
Phillip Mason,Wilmington Roggen Beer,Watch City Brewing
Jonathan Logan,Samuel Adams Boston Ale,Paper City Brewing Company
Katharine Fox,Harpoon UFO Hefeweizen,Brewery at Martha's Vineyard
Logan Bell,Samuel Adams Black Lager,New Century Brewing Company
Steve Wheeler,Tall Tale Pale Ale,Element Brewing Company
Richard Dixon,Famous Porter,New Century Brewing Company
Gussie Wade,Samuel Adams Noble Pils,Brewery at Martha's Vineyard
Aiden Reyes,Ipswich Summer,John Harvard's Brew House - Framingham
Nell Cummings,Samuel Adams Noble Pils,New Century Brewing Company
Isabella Murphy,Hard Core Crisp Apple Cider,Mercury Brewing Company
Hettie Jenkins,Harpoon Munich Dark,Paper City Brewing Company
Ola Mendez,Longshot Black Lager,John Harvard's Brew House - Framingham
Hulda Stephens,Puffers Smoked Porter,Cambridge Brewing
Susan Ruiz,Fenway American Pale Ale,Boston Beer Works
Jay Ferguson,Tall Tale Pale Ale,Boston Beer Company
Nicholas Schwartz,Samuel Adams Pale Ale,John Harvard's Brew House - Framingham
Mario Freeman,Amber Ale,Boston Beer Company
Tom Willis,Samuel Adams Winter Lager,Cambridge Brewing
Eunice Ramsey,Samuel Adams Chocolate Bock,Wachusetts Brewing Company
Brent Casey,Samuel Adams Blackberry Witbier,John Harvard's Brew House - Harvard Square
Nicholas Paul,Ipswich Dark Ale,Watch City Brewing
Marguerite Rivera,Cascade IPA,Buzzards Bay Brewing Inc.
Loretta Hodges,Samuel Adams Spring Ale,Boston Beer Company
Marvin Sandoval,Hard Core Crisp Apple Cider,Boston Beer Works
Charles Alvarez,Longshot Black Lager,Boston Beer Company
Keith Barrett,Harpoon Celtic Ale,New Century Brewing Company
Danny Robbins,Ipswich Summer,Boston Beer Works
Gabriel Simmons,Samuel Adams Triplebock 1994,Wachusetts Brewing Company
Lou Barrett,Samuel Adams Black Lager,Harpoon Brewery - Boston
Anthony Oliver,Boston Red,Boston Beer Company
Elsie Hubbard,Longshot Hazelnut Brown,Boston Beer Company
Antonio Morris,Harpoon UFO Hefeweizen,Boston Beer Company
Dollie Barnett,Ipswich Dark Ale,Watch City Brewing
Rose Potter,Samuel Adams Irish Red,John Harvard's Brew House - Framingham
Dale Townsend,Samuel Adams Hefeweizen,Paper City Brewing Company
Blanche Figueroa,Samuel Adams Old Fezziwig Ale,Boston Beer Works
Roy Page,Samuel Adams Hefeweizen,Paper City Brewing Company
Gregory Padilla,Samuel Adams Hallertau Imperial Pilsner,Cambridge Brewing
Hunter Erickson,Samuel Adams Utopias MMIV,Boston Beer Company
Maude Fields,Ipswich Winter,Paper City Brewing Company
Max Singleton,Fenway American Pale Ale,Element Brewing Company
Gilbert Morris,Golden Ale,Brewery at Martha's Vineyard
Bryan Chandler,Classic Stout,Element Brewing Company
Jorge Bishop,Olde #8 Anniversary Ale,Wachusetts Brewing Company
Leila Jordan,Honey Pilsner,Wachusetts Brewing Company
Vernon McKenzie,Bankers Gold,Cambridge Brewing
Virgie Jenkins,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Brewery at Martha's Vineyard
